Date,NVDA_Close,QUBT_Close,GSPC_Close,NVDA_Volume,QUBT_Volume,GSPC_Volume,NVDA_Return,QUBT_Return,GSPC_Return,NVDA_RollingVol,QUBT_RollingVol,GSPC_RollingVol,NVDA_Direction,NVDA_Return_lag1
2010-02-04,0.364508,210.000000,1063.109985,783480000,1142,5859690000,-0.058057,0.000000,-0.031141,0.023311,0.112394,0.007938,1,0.008363
2010-02-05,0.371844,192.000000,1066.189941,604856000,276,6438900000,0.020126,-0.085714,0.002897,0.023311,0.112394,0.007938,0,-0.058057
2010-02-08,0.371156,192.000000,1056.739990,445160000,184,4089820000,-0.001850,0.000000,-0.008863,0.023311,0.112394,0.007938,0,0.020126
2010-02-09,0.368176,200.000000,1070.520020,930144000,62,5114260000,-0.008030,0.041667,0.013040,0.023311,0.112394,0.007938,1,-0.001850
2010-02-10,0.375283,170.000000,1068.130005,535828000,154,4251450000,0.019303,-0.150000,-0.002233,0.023311,0.112394,0.007938,1,-0.008030
2010-02-11,0.392476,180.000000,1078.469971,695980000,187,4400870000,0.045816,0.058824,0.009680,0.023311,0.112394,0.007938,1,0.019303
2010-02-12,0.397749,160.000000,1075.510010,780212000,385,4160680000,0.013435,-0.111111,-0.002745,0.023311,0.112394,0.007938,1,0.045816
2010-02-16,0.405085,150.000000,1094.869995,457024000,150,4080770000,0.018444,-0.062500,0.018001,0.023311,0.112394,0.007938,1,0.013435
2010-02-17,0.408982,178.000000,1099.510010,876560000,2,4259230000,0.009621,0.186667,0.004238,0.028275,0.076282,0.011424,0,0.018444
2010-02-18,0.382160,178.000000,1106.750000,1515508000,11,3878620000,-0.065583,0.000000,0.006585,0.030473,0.070267,0.011484,0,0.009621
2010-02-19,0.380097,170.000000,1109.170044,510548000,54,3944280000,-0.005399,-0.044944,0.002187,0.030417,0.067400,0.011495,1,-0.065583
2010-02-22,0.380785,160.000000,1108.010010,458084000,10,3814440000,0.001809,-0.058824,-0.001046,0.030286,0.067869,0.011459,0,-0.005399
2010-02-23,0.371615,160.000000,1094.599976,489764000,24,4521050000,-0.024082,0.000000,-0.012103,0.030505,0.067343,0.011613,1,0.001809
2010-02-24,0.379409,160.000000,1105.239990,445868000,8,4168360000,0.020975,0.000000,0.009720,0.030778,0.067187,0.011778,0,-0.024082
2010-02-25,0.375970,160.000000,1102.939941,576972000,5,4521130000,-0.009063,0.000000,-0.002081,0.030244,0.066866,0.011678,0,0.020975
2010-02-26,0.371385,160.000000,1104.489990,393396000,29,3945190000,-0.012195,0.000000,0.001405,0.030151,0.066333,0.011556,1,-0.009063
2010-03-01,0.386287,160.000000,1115.709961,555868000,1,3847640000,0.040124,0.000000,0.010159,0.031044,0.065485,0.011724,0,-0.012195
2010-03-02,0.386057,134.000000,1118.310059,538648000,105,4134680000,-0.000594,-0.162500,0.002330,0.030576,0.071502,0.011585,0,0.040124
2010-03-03,0.381243,138.000000,1118.790039,399300000,106,3951320000,-0.012470,0.029851,0.000429,0.030445,0.071268,0.011326,1,-0.000594
2010-03-04,0.381931,130.000000,1122.969971,557396000,180,3945010000,0.001804,-0.057971,0.003736,0.030444,0.070542,0.011203,1,-0.012470
2010-03-05,0.393623,160.000000,1138.699951,632832000,242,4133000000,0.030612,0.230769,0.014007,0.030799,0.083332,0.010932,0,0.001804
2010-03-08,0.387891,160.000000,1138.500000,439312000,51,3774680000,-0.014560,0.000000,-0.000176,0.030219,0.082287,0.010049,1,0.030612
2010-03-09,0.402334,142.000000,1140.449951,830832000,45,5185570000,0.037234,-0.112500,0.001713,0.030800,0.084304,0.010031,1,-0.014560
2010-03-10,0.403251,150.000000,1145.609985,418520000,119,5469120000,0.002279,0.056338,0.004525,0.030135,0.085010,0.009991,0,0.037234
2010-03-11,0.394081,158.000000,1150.239990,540660000,306,4669060000,-0.022740,0.053333,0.004042,0.030143,0.085765,0.009983,1,0.002279
2010-03-12,0.395457,160.000000,1149.989990,520352000,66,4928160000,0.003491,0.012658,-0.000217,0.029404,0.084669,0.009664,0,-0.022740
2010-03-15,0.393393,150.000000,1150.510010,358904000,69,4164110000,-0.005218,-0.062500,0.000452,0.028131,0.083414,0.009409,1,0.003491
2010-03-16,0.407149,146.000000,1159.459961,664988000,119,4369770000,0.034966,-0.026667,0.007779,0.025305,0.083453,0.009198,1,-0.005218
2010-03-17,0.414943,148.000000,1166.209961,651168000,118,4963200000,0.019144,0.013699,0.005822,0.025449,0.082711,0.008998,0,0.034966
2010-03-18,0.400271,144.000000,1165.829956,740964000,51,4234510000,-0.035359,-0.027027,-0.000326,0.026362,0.082487,0.008901,0,0.019144
2010-03-19,0.395457,140.000000,1159.900024,584612000,93,5212410000,-0.012027,-0.027778,-0.005086,0.024013,0.082535,0.006496,1,-0.035359
2010-03-22,0.401876,132.000000,1165.810059,435336000,105,4261680000,0.016232,-0.057143,0.005095,0.023928,0.081795,0.006508,1,-0.012027
2010-03-23,0.410129,130.000000,1174.170044,493612000,223,4411640000,0.020536,-0.015152,0.007171,0.024124,0.081783,0.006148,0,0.016232
2010-03-24,0.396374,123.000000,1167.719971,436252000,23,4705750000,-0.033539,-0.053846,-0.005493,0.024983,0.081571,0.006091,1,0.020536
2010-03-25,0.397520,120.000000,1165.729980,495184000,227,5668900000,0.002892,-0.024390,-0.001704,0.024787,0.077411,0.006077,0,-0.033539
2010-03-26,0.397520,96.000000,1166.589966,344676000,1,4708420000,0.000000,-0.200000,0.000738,0.023380,0.083780,0.005953,1,0.002892
2010-03-29,0.402563,130.000000,1173.219971,394456000,6,4375580000,0.012687,0.354167,0.005683,0.023366,0.105961,0.005888,1,0.000000
2010-03-30,0.404168,128.000000,1173.270020,324104000,71,4085000000,0.003986,-0.015385,0.000043,0.023135,0.105379,0.005171,0,0.012687
2010-03-31,0.398895,102.000000,1169.430054,389840000,206,4484340000,-0.013046,-0.203125,-0.003273,0.023186,0.105561,0.005257,0,0.003986
2010-04-01,0.394769,100.000000,1178.099976,339664000,195,4006870000,-0.010345,-0.019608,0.007414,0.019790,0.105536,0.005283,1,-0.013046
2010-04-05,0.400729,100.000000,1187.439941,413636000,24,3881620000,0.015099,0.000000,0.007928,0.019905,0.105400,0.005389,0,-0.010345
2010-04-06,0.390871,100.000000,1189.439941,809260000,111,4086180000,-0.024600,0.000000,0.001684,0.020487,0.105054,0.005354,1,0.015099
2010-04-07,0.393393,100.000000,1182.449951,817468000,46,5101430000,0.006452,0.000000,-0.005877,0.019946,0.105054,0.004872,0,-0.024600
2010-04-08,0.386974,70.199997,1186.439941,1037600000,129,4726970000,-0.016317,-0.298000,0.003374,0.019890,0.117392,0.004686,1,0.006452
2010-04-09,0.389496,80.000000,1194.369995,817572000,275,4511570000,0.006517,0.139601,0.006684,0.019826,0.120943,0.004672,1,-0.016317
2010-04-12,0.396603,70.000000,1196.479980,546460000,250,4607090000,0.018246,-0.125000,0.001767,0.019887,0.122524,0.004669,1,0.006517
2010-04-13,0.404856,63.000000,1197.300049,648696000,91,5403580000,0.020809,-0.100000,0.000685,0.018911,0.123320,0.004462,1,0.018246
2010-04-14,0.409899,70.000000,1210.650024,900720000,97,5760040000,0.012457,0.111111,0.011150,0.019006,0.122785,0.004741,1,0.020809
2010-04-15,0.412880,65.000000,1211.670044,957596000,38,5995330000,0.007271,-0.071429,0.000843,0.018822,0.122925,0.004735,0,0.012457
2010-04-16,0.391101,60.000000,1192.130005,1917736000,45,8108470000,-0.052748,-0.076923,-0.016127,0.021385,0.123189,0.005841,0,0.007271
2010-04-19,0.389267,70.000000,1197.520020,1094492000,64,6597740000,-0.004689,0.166667,0.004521,0.020659,0.119214,0.005410,1,-0.052748
2010-04-20,0.390642,60.000000,1207.170044,678188000,114,5316590000,0.003533,-0.142857,0.008058,0.020488,0.121212,0.005519,0,-0.004689
2010-04-21,0.380555,60.000000,1205.939941,895908000,235,5724310000,-0.025821,0.000000,-0.001019,0.019806,0.120149,0.005546,1,0.003533
2010-04-22,0.382160,76.000000,1208.670044,656932000,22,6035780000,0.004217,0.266667,0.002264,0.019823,0.130525,0.005524,0,-0.025821
2010-04-23,0.376887,64.000000,1217.280029,752916000,163,5326060000,-0.013797,-0.157895,0.007124,0.019559,0.132434,0.005596,1,0.004217
2010-04-26,0.380555,60.000000,1212.050049,491092000,61,5647760000,0.009732,-0.062500,-0.004296,0.019645,0.132479,0.005698,0,-0.013797
2010-04-27,0.369781,60.000000,1183.709961,606704000,169,7454540000,-0.028313,0.000000,-0.023382,0.020255,0.132342,0.007319,1,0.009732
2010-04-28,0.370468,56.000000,1191.359985,672164000,178,6342310000,0.001860,-0.066667,0.006463,0.019046,0.132594,0.007280,1,-0.028313
2010-04-29,0.381702,50.000000,1206.780029,987128000,162,6059410000,0.030322,-0.107143,0.012943,0.019594,0.133272,0.007556,0,0.001860
2010-04-30,0.360152,60.000000,1186.689941,1068048000,148,6048260000,-0.056456,0.200000,-0.016648,0.021129,0.139574,0.008225,0,0.030322
2010-05-03,0.356255,66.000000,1202.260010,1078972000,102,4938050000,-0.010821,0.100000,0.013121,0.021113,0.141254,0.008458,0,-0.056456
2010-05-04,0.338144,50.000000,1173.599976,1311376000,88,6594720000,-0.050837,-0.242424,-0.023838,0.022485,0.147077,0.009578,0,-0.010821
2010-05-05,0.332413,56.000000,1165.869995,1330840000,55,6795940000,-0.016949,0.120000,-0.006587,0.022026,0.149330,0.009565,0,-0.050837
2010-05-06,0.325535,66.000000,1128.150024,1002888000,314,10617810000,-0.020690,0.178571,-0.032353,0.021608,0.153326,0.011196,0,-0.016949
2010-05-07,0.320033,56.000000,1110.880005,1153712000,28,9472910000,-0.016901,-0.151515,-0.015308,0.021619,0.155501,0.011494,1,-0.020690
2010-05-10,0.333788,50.000000,1159.729980,979156000,35,6893700000,0.042979,-0.107143,0.043974,0.023444,0.152556,0.014185,0,-0.016901
2010-05-11,0.330120,44.000000,1155.790039,829124000,260,5842550000,-0.010989,-0.120000,-0.003397,0.023207,0.137286,0.014154,1,0.042979
2010-05-12,0.336539,50.000000,1171.670044,901236000,125,5225460000,0.019444,0.136364,0.013740,0.023612,0.140456,0.014388,0,-0.010989
2010-05-13,0.335852,45.000000,1157.439941,1252000000,280,4870640000,-0.002043,-0.100000,-0.012145,0.023581,0.137069,0.014549,0,0.019444
2010-05-14,0.297108,44.000000,1135.680054,2493068000,56,6126400000,-0.115358,-0.022222,-0.018800,0.030970,0.137071,0.014857,1,-0.002043
2010-05-17,0.297796,46.000000,1136.939941,856060000,87,5922920000,0.002315,0.045455,0.001109,0.030714,0.137524,0.014766,0,-0.115358
2010-05-18,0.287938,52.000000,1120.800049,674112000,88,6170840000,-0.033102,0.130435,-0.014196,0.030899,0.140093,0.014937,1,0.002315
2010-05-19,0.292523,46.000000,1115.050049,826520000,238,6765800000,0.015923,-0.115385,-0.005130,0.031116,0.141334,0.014931,0,-0.033102
2010-05-20,0.285646,46.000000,1071.589966,1129136000,121,8328570000,-0.023510,0.000000,-0.038976,0.031200,0.130899,0.016355,1,0.015923
2010-05-21,0.291836,34.000000,1087.689941,1069600000,458,5452130000,0.021669,-0.260870,0.015024,0.031589,0.135884,0.016599,0,-0.023510
2010-05-24,0.283353,40.000000,1073.650024,664564000,111,5224040000,-0.029065,0.176471,-0.012908,0.031359,0.138900,0.016670,1,0.021669
2010-05-25,0.290918,30.000000,1074.030029,966652000,548,7329580000,0.026699,-0.250000,0.000354,0.031580,0.144857,0.016667,1,-0.029065
2010-05-26,0.292294,26.000000,1067.949951,995028000,242,4521050000,0.004728,-0.133333,-0.005661,0.031418,0.144445,0.016439,1,0.026699
2010-05-27,0.309488,40.000000,1103.060059,713560000,454,5698460000,0.058824,0.538462,0.032876,0.033758,0.176621,0.017755,0,0.004728
2010-05-28,0.301235,34.000000,1089.410034,545116000,235,4871210000,-0.026666,-0.150000,-0.012375,0.032918,0.178188,0.017672,0,0.058824
2010-06-01,0.288397,31.400000,1070.709961,527492000,207,5271480000,-0.042618,-0.076471,-0.017165,0.033504,0.175652,0.017804,1,-0.026666
2010-06-02,0.291606,30.000000,1098.380005,649088000,170,5026360000,0.011129,-0.044586,0.025843,0.033634,0.174045,0.018487,0,-0.042618
2010-06-03,0.291148,30.000000,1102.829956,586360000,375,4995970000,-0.001572,0.000000,0.004051,0.033510,0.174045,0.018529,0,0.011129
2010-06-04,0.277393,30.000000,1064.880005,671456000,37,6180580000,-0.047244,0.000000,-0.034411,0.034157,0.166099,0.019373,0,-0.001572
2010-06-07,0.263638,24.000000,1050.469971,577248000,208,5467560000,-0.049586,-0.200000,-0.013532,0.034909,0.167493,0.019330,0,-0.047244
2010-06-08,0.256302,26.000000,1062.000000,967636000,75,6192750000,-0.027826,0.083333,0.010976,0.034804,0.168316,0.019542,0,-0.049586
2010-06-09,0.250112,30.000000,1055.689941,697152000,18,5983200000,-0.024150,0.153846,-0.005942,0.034747,0.171098,0.019208,1,-0.027826
2010-06-10,0.260199,30.000000,1086.839966,611768000,120,5144780000,0.040329,0.000000,0.029507,0.035978,0.170762,0.020067,1,-0.024150
2010-06-11,0.266159,24.000000,1091.599976,442104000,532,4059280000,0.022908,-0.200000,0.004380,0.035708,0.173455,0.019895,0,0.040329
2010-06-14,0.260428,32.000000,1089.630005,375080000,26,4425830000,-0.021533,0.333333,-0.001805,0.034742,0.180593,0.019731,1,0.022908
2010-06-15,0.273266,30.000000,1115.229980,528632000,150,4644490000,0.049296,-0.062500,0.023494,0.036396,0.179741,0.020105,0,-0.021533
2010-06-16,0.269828,30.000000,1114.609985,366480000,20,5002600000,-0.012584,0.000000,-0.000556,0.035509,0.174363,0.019690,1,0.049296
2010-06-17,0.280144,24.000000,1116.040039,859068000,217,4557760000,0.038233,-0.200000,0.001283,0.036387,0.176339,0.019673,1,-0.012584
2010-06-18,0.281978,22.000000,1117.510010,932832000,397,4555360000,0.006547,-0.083333,0.001317,0.036322,0.172931,0.018778,0,0.038233
2010-06-21,0.275330,20.000000,1113.199951,579836000,108,4514360000,-0.023577,-0.090909,-0.003857,0.036424,0.171723,0.018575,0,0.006547
2010-06-22,0.265013,25.000000,1095.310059,818164000,692,4514380000,-0.037469,0.250000,-0.016071,0.035775,0.177791,0.016855,1,-0.023577
2010-06-23,0.267993,25.000000,1092.040039,614060000,0,4526150000,0.011246,0.000000,-0.002985,0.035920,0.176547,0.016853,0,-0.037469
2010-06-24,0.254697,24.000000,1073.689941,725028000,55,4814830000,-0.049615,-0.040000,-0.016804,0.036424,0.174613,0.016808,0,0.011246
2010-06-25,0.254009,20.000000,1076.760010,507220000,119,5128840000,-0.002700,-0.166667,0.002859,0.036420,0.176207,0.016742,1,-0.049615
2010-06-28,0.254468,22.000000,1074.569946,372008000,107,3896410000,0.001805,0.100000,-0.002034,0.030355,0.177391,0.016449,0,-0.002700
2010-06-29,0.240254,22.000000,1041.239990,660808000,97,6136700000,-0.055856,0.000000,-0.031017,0.031718,0.177106,0.017283,0,0.001805
2010-06-30,0.234064,22.000000,1030.709961,623072000,205,5067080000,-0.025764,0.000000,-0.010113,0.031535,0.175122,0.017206,1,-0.055856
2010-07-01,0.237962,10.000000,1027.369995,737008000,140,6435770000,0.016650,-0.545455,-0.003240,0.031553,0.199554,0.017200,0,-0.025764
2010-07-02,0.234982,16.000000,1022.580017,737096000,492,3968500000,-0.012524,0.600000,-0.004662,0.031411,0.230261,0.015779,0,0.016650
2010-07-06,0.232460,14.000000,1028.060059,712020000,123,4691240000,-0.010732,-0.125000,0.005359,0.030980,0.226440,0.015528,1,-0.012524
2010-07-07,0.243693,20.000000,1060.270020,608412000,467,4931220000,0.048323,0.428571,0.031331,0.032282,0.237778,0.016503,0,-0.010732
2010-07-08,0.236357,14.000000,1070.250000,783272000,820,4548460000,-0.030103,-0.300000,0.009413,0.032053,0.239787,0.016598,1,0.048323
2010-07-09,0.237274,14.000000,1077.959961,571516000,292,3506570000,0.003879,0.000000,0.007204,0.032044,0.238417,0.016612,1,-0.030103
2010-07-12,0.241630,12.000000,1078.750000,565396000,173,3426990000,0.018357,-0.142857,0.000733,0.029988,0.217560,0.015444,1,0.003879
2010-07-13,0.250341,14.000000,1095.339966,723316000,128,4640460000,0.036054,0.166667,0.015379,0.030801,0.218512,0.015547,1,0.018357
2010-07-14,0.252863,16.000000,1095.170044,1355664000,889,4521050000,0.010073,0.142857,-0.000155,0.030117,0.219718,0.015194,0,0.036054
2010-07-15,0.245756,14.000000,1096.479980,953088000,2210,4552470000,-0.028106,-0.125000,0.001196,0.030292,0.220793,0.014445,0,0.010073
2010-07-16,0.230396,18.000000,1064.880005,1288604000,340,5297350000,-0.062500,0.285714,-0.028819,0.032030,0.226905,0.015349,1,-0.028106
2010-07-19,0.239796,18.000000,1071.250000,798440000,125,4089500000,0.040796,0.000000,0.005982,0.032274,0.226905,0.014037,1,-0.062500
2010-07-20,0.245756,16.000000,1083.479980,1160988000,152,4713280000,0.024857,-0.111111,0.011417,0.031528,0.224654,0.013928,0,0.040796
2010-07-21,0.237732,14.000000,1069.589966,624940000,1059,4747180000,-0.032649,-0.125000,-0.012820,0.031677,0.225582,0.014025,1,0.024857
2010-07-22,0.241630,16.000000,1093.670044,462612000,54,4826900000,0.016393,0.142857,0.022513,0.031565,0.225340,0.014539,0,-0.032649
2010-07-23,0.237503,16.000000,1102.660034,817604000,48,4524570000,-0.017078,0.000000,0.008220,0.030723,0.225340,0.013603,1,0.016393
2010-07-26,0.241859,13.000000,1115.010010,683548000,5035,4009650000,0.018340,-0.187500,0.011200,0.030603,0.224961,0.013726,0,-0.017078
2010-07-27,0.239796,12.000000,1113.839966,683472000,256,4725690000,-0.008531,-0.076923,-0.001049,0.030419,0.216617,0.013721,0,0.018340
2010-07-28,0.232230,10.000000,1106.130005,1320808000,25,4002390000,-0.031548,-0.166667,-0.006922,0.029249,0.218335,0.013098,0,-0.008531
2010-07-29,0.209305,10.000000,1101.530029,2664476000,342,4612420000,-0.098717,0.000000,-0.004159,0.033881,0.218335,0.013118,1,-0.031548
2010-07-30,0.210681,8.000000,1101.599976,984288000,796,4006450000,0.006572,-0.200000,0.000063,0.032874,0.218335,0.013115,0,-0.098717
2010-08-02,0.210452,10.000000,1125.859985,917020000,5,4144180000,-0.001088,0.250000,0.022023,0.032779,0.223028,0.013736,0,0.006572
2010-08-03,0.204950,11.200000,1120.459961,955444000,214,4071820000,-0.026144,0.120000,-0.004796,0.032821,0.223427,0.013747,1,-0.001088
2010-08-04,0.213661,10.000000,1127.239990,855496000,494,4057850000,0.042506,-0.107143,0.006051,0.033688,0.219446,0.013427,1,-0.026144
2010-08-05,0.216412,14.000000,1125.810059,800504000,784,3685560000,0.012876,0.400000,-0.001269,0.033719,0.231642,0.013413,1,0.042506
2010-08-06,0.218934,14.600000,1121.640015,739904000,176,3857890000,0.011653,0.042857,-0.003704,0.032864,0.231553,0.013018,1,0.012876
2010-08-09,0.220997,10.000000,1127.790039,466456000,473,3979360000,0.009424,-0.315069,0.005483,0.032962,0.236979,0.013036,0,0.011653
2010-08-10,0.211827,8.400000,1121.060059,772560000,564,3979360000,-0.041494,-0.160000,-0.005967,0.033635,0.238139,0.013093,0,0.009424
2010-08-11,0.203574,8.000000,1089.469971,796148000,396,4511860000,-0.038961,-0.047619,-0.028179,0.032897,0.238273,0.012858,1,-0.041494
2010-08-12,0.205408,9.800000,1083.609985,1343584000,1258,4521050000,0.009009,0.225000,-0.005379,0.032752,0.241955,0.012738,1,-0.038961
2010-08-13,0.215266,8.000000,1079.250000,1797392000,414,3328890000,0.047991,-0.183673,-0.004024,0.033906,0.221896,0.012750,0,0.009009
2010-08-16,0.209764,8.400000,1079.380005,814008000,453,3142450000,-0.025559,0.050000,0.000120,0.034119,0.192633,0.012697,1,0.047991
2010-08-17,0.212515,9.000000,1092.540039,481224000,820,3968210000,0.013115,0.071429,0.012192,0.034215,0.191714,0.012822,1,-0.025559
2010-08-18,0.213661,8.200000,1094.160034,352920000,526,3724260000,0.005394,-0.088889,0.001483,0.032892,0.174578,0.011574,1,0.013115
2010-08-19,0.226499,8.000000,1075.630005,1615100000,292,4290540000,0.060086,-0.024390,-0.016935,0.034492,0.166090,0.011917,1,0.005394
2010-08-20,0.228562,8.000000,1071.689941,1305308000,354,3761570000,0.009109,0.000000,-0.003663,0.034529,0.166090,0.011863,0,0.060086
2010-08-23,0.225124,8.200000,1067.359985,748620000,279,3210950000,-0.015045,0.025000,-0.004040,0.034433,0.164118,0.011883,0,0.009109
2010-08-24,0.222831,6.600000,1051.869995,641332000,315,4436330000,-0.010183,-0.195122,-0.014512,0.033709,0.164749,0.011777,1,-0.015045
2010-08-25,0.227416,6.200000,1055.329956,757532000,173,4360190000,0.020576,-0.060606,0.003289,0.033907,0.162326,0.011805,0,-0.010183
2010-08-26,0.224665,8.000000,1047.219971,657596000,762,3646710000,-0.012097,0.290323,-0.007685,0.033622,0.170457,0.011855,1,0.020576
2010-08-27,0.232001,8.000000,1064.589966,1060416000,220,4102460000,0.032653,0.000000,0.016587,0.032219,0.161402,0.011118,0,-0.012097
2010-08-30,0.220997,8.000000,1048.920044,602804000,26,2917990000,-0.047430,0.000000,-0.014719,0.032463,0.161402,0.011376,0,0.032653
2010-08-31,0.213890,8.000000,1049.329956,931488000,10,4038770000,-0.032158,0.000000,0.000391,0.032493,0.160378,0.011149,1,-0.047430
2010-09-01,0.215495,7.400000,1080.290039,851440000,75,4396880000,0.007503,-0.075000,0.029505,0.032101,0.159407,0.012228,1,-0.032158
2010-09-02,0.219392,7.400000,1090.099976,596292000,13,3704210000,0.018085,0.000000,0.009081,0.032137,0.156825,0.011622,1,0.007503
2010-09-03,0.226958,9.000000,1104.510010,566484000,672,3534500000,0.034483,0.216216,0.013219,0.032716,0.162352,0.011779,1,0.018085
2010-09-07,0.229021,6.600000,1091.839966,899820000,320,3107380000,0.009091,-0.266667,-0.011471,0.032570,0.165997,0.011771,1,0.034483
2010-09-08,0.236586,7.000000,1098.869995,1224156000,257,3224640000,0.033033,0.060606,0.006439,0.033131,0.165962,0.011841,0,0.009091
2010-09-09,0.233377,6.000000,1104.180054,697748000,490,3387770000,-0.013566,-0.142857,0.004832,0.032699,0.165216,0.011812,0,0.033033
2010-09-10,0.230855,6.000000,1109.550049,609292000,198,3061160000,-0.010805,0.000000,0.004863,0.026910,0.165216,0.011817,1,-0.013566
2010-09-13,0.243922,6.200000,1121.900024,1015792000,24,4521050000,0.056603,0.033333,0.011131,0.028597,0.161104,0.011981,0,-0.010805
2010-09-14,0.241630,6.200000,1121.099976,698536000,0,4521050000,-0.009398,0.000000,-0.000713,0.028700,0.154257,0.011283,1,0.056603
2010-09-15,0.242088,7.400000,1125.069946,555572000,181,3369840000,0.001898,0.193548,0.003541,0.028101,0.156865,0.011265,1,-0.009398
2010-09-16,0.242317,7.000000,1124.660034,365280000,309,3364080000,0.000946,-0.054054,-0.000364,0.027248,0.155934,0.011211,0,0.001898
2010-09-17,0.241859,7.000000,1125.589966,416884000,55,4086140000,-0.001891,0.000000,0.000827,0.027226,0.136415,0.011209,1,0.000946
2010-09-20,0.245527,7.000000,1142.709961,443168000,0,3364080000,0.015165,0.000000,0.015210,0.027267,0.136028,0.011518,1,-0.001891
2010-09-21,0.258824,6.000000,1139.780029,1779624000,1,4175660000,0.054156,-0.142857,-0.002564,0.028747,0.126206,0.011496,1,0.015165
2010-09-22,0.261116,6.000000,1134.280029,999996000,0,3911070000,0.008857,0.000000,-0.004825,0.027333,0.122953,0.011476,1,0.054156
2010-09-23,0.266389,7.200000,1124.829956,1240872000,542,3847850000,0.020193,0.200000,-0.008331,0.025976,0.128118,0.010278,1,0.008857
2010-09-24,0.281061,7.200000,1148.670044,1086976000,91,4123950000,0.055078,0.000000,0.021194,0.027286,0.121154,0.010830,0,0.020193
2010-09-27,0.275100,8.000000,1142.160034,999504000,150,3587860000,-0.021207,0.111111,-0.005667,0.026962,0.117916,0.010865,0,0.055078
2010-09-28,0.274412,8.000000,1147.699951,723192000,100,4025840000,-0.002500,0.000000,0.004850,0.026275,0.117636,0.010872,0,-0.021207
2010-09-29,0.272349,9.000000,1144.729980,974904000,14,3990280000,-0.007518,0.125000,-0.002588,0.026442,0.119076,0.010733,0,-0.002500
2010-09-30,0.267764,8.000000,1141.199951,787632000,6,4284160000,-0.016836,-0.111111,-0.003084,0.026845,0.119760,0.010767,0,-0.007518
2010-10-01,0.260199,9.000000,1146.239990,999120000,17,4298910000,-0.028254,0.125000,0.004416,0.025745,0.121541,0.010200,0,-0.016836
