Date,NVDA_Close,GSPC_Close,NVDA_Volume,GSPC_Volume,NVDA_Return,GSPC_Return,NVDA_RollingVol,GSPC_RollingVol,NVDA_Direction,NVDA_Return_lag1,NVDA_Momentum_5D,NVDA_vs_GSPC_Return_Spread,NVDA_RollingVol_10D,NVDA_Volume_MA_5,NVDA_Volume_Spike,NVDA_GSPC_RollingCorr_10D
2010-01-29,0.352816,1073.869995,774700000,5412850000,-0.043505,-0.009829,0.023311,0.007938,1,-0.033634,-0.065007,-0.033676,0.025958,726656000.000000,0,0.774153
2010-02-01,0.379868,1089.189941,949832000,4077610000,0.076673,0.014266,0.023311,0.007938,1,-0.043505,-0.010155,0.062407,0.037634,787887200.000000,0,0.822846
2010-02-02,0.383765,1103.319946,849812000,4749540000,0.010260,0.012973,0.023311,0.007938,1,0.076673,0.032695,-0.002713,0.037196,814922400.000000,0,0.796655
2010-02-03,0.386974,1097.280029,562296000,4285450000,0.008363,-0.005474,0.023311,0.007938,0,0.010260,0.013812,0.013837,0.037380,764880800.000000,0,0.798380
2010-02-04,0.364508,1063.109985,783480000,5859690000,-0.058057,-0.031141,0.023311,0.007938,1,0.008363,-0.011809,-0.026916,0.041218,784024000.000000,0,0.851494
2010-02-05,0.371844,1066.189941,604856000,6438900000,0.020126,0.002897,0.023311,0.007938,0,-0.058057,0.053932,0.017229,0.040657,750055200.000000,0,0.853712
2010-02-08,0.371156,1056.739990,445160000,4089820000,-0.001850,-0.008863,0.023311,0.007938,0,0.020126,-0.022934,0.007013,0.040177,649120800.000000,0,0.840848
2010-02-09,0.368176,1070.520020,930144000,5114260000,-0.008030,0.013040,0.023311,0.007938,1,-0.001850,-0.040621,-0.021070,0.038955,665187200.000000,0,0.777759
2010-02-10,0.375283,1068.130005,535828000,4251450000,0.019303,-0.002233,0.023311,0.007938,1,-0.008030,-0.030211,0.021536,0.038418,659893600.000000,0,0.759275
2010-02-11,0.392476,1078.469971,695980000,4400870000,0.045816,0.009680,0.023311,0.007938,1,0.019303,0.076728,0.036136,0.039136,642393600.000000,0,0.762212
2010-02-12,0.397749,1075.510010,780212000,4160680000,0.013435,-0.002745,0.023311,0.007938,1,0.045816,0.069666,0.016180,0.034899,677464800.000000,0,0.755146
2010-02-16,0.405085,1094.869995,457024000,4080770000,0.018444,0.018001,0.023311,0.007938,1,0.013435,0.091414,0.000443,0.026980,679837600.000000,0,0.723324
2010-02-17,0.408982,1099.510010,876560000,4259230000,0.009621,0.004238,0.028275,0.011424,0,0.018444,0.110833,0.005383,0.026972,669120800.000000,0,0.744202
2010-02-18,0.382160,1106.750000,1515508000,3878620000,-0.065583,0.006585,0.030473,0.011484,0,0.009621,0.018325,-0.072168,0.035316,865056800.000000,0,0.476848
2010-02-19,0.380097,1109.170044,510548000,3944280000,-0.005399,0.002187,0.030417,0.011495,1,-0.065583,-0.031541,-0.007586,0.029207,827970400.000000,0,0.031685
2010-02-22,0.380785,1108.010010,458084000,3814440000,0.001809,-0.001046,0.030286,0.011459,0,-0.005399,-0.042650,0.002855,0.028695,763544800.000000,0,0.045400
2010-02-23,0.371615,1094.599976,489764000,4521050000,-0.024082,-0.012103,0.030505,0.011613,1,0.001809,-0.082625,-0.011979,0.029926,770092800.000000,0,0.194814
2010-02-24,0.379409,1105.239990,445868000,4168360000,0.020975,0.009720,0.030778,0.011778,0,-0.024082,-0.072309,0.011255,0.030406,683954400.000000,0,0.293940
2010-02-25,0.375970,1102.939941,576972000,4521130000,-0.009063,-0.002081,0.030244,0.011678,0,0.020975,-0.016197,-0.006982,0.030082,496247200.000000,0,0.365092
2010-02-26,0.371385,1104.489990,393396000,3945190000,-0.012195,0.001405,0.030151,0.011556,1,-0.009063,-0.022920,-0.013600,0.025662,472816800.000000,0,0.274955
2010-03-01,0.386287,1115.709961,555868000,3847640000,0.040124,0.010159,0.031044,0.011724,0,-0.012195,0.014449,0.029965,0.028988,492373600.000000,0,0.433084
2010-03-02,0.386057,1118.310059,538648000,4134680000,-0.000594,0.002330,0.030576,0.011585,0,0.040124,0.038863,-0.002924,0.028068,502150400.000000,0,0.362840
2010-03-03,0.381243,1118.790039,399300000,3951320000,-0.012470,0.000429,0.030445,0.011326,1,-0.000594,0.004834,-0.012899,0.027705,492836800.000000,0,0.353986
2010-03-04,0.381931,1122.969971,557396000,3945010000,0.001804,0.003736,0.030444,0.011203,1,-0.012470,0.015855,-0.001932,0.018415,488921600.000000,0,0.855644
2010-03-05,0.393623,1138.699951,632832000,4133000000,0.030612,0.014007,0.030799,0.010932,0,0.001804,0.059879,0.016605,0.020612,536808800.000000,0,0.894968
2010-03-08,0.387891,1138.500000,439312000,3774680000,-0.014560,-0.000176,0.030219,0.010049,1,0.030612,0.004152,-0.014384,0.021413,513497600.000000,0,0.898956
2010-03-09,0.402334,1140.449951,830832000,5185570000,0.037234,0.001713,0.030800,0.010031,1,-0.014560,0.042162,0.035521,0.021871,571934400.000000,0,0.739031
2010-03-10,0.403251,1145.609985,418520000,5469120000,0.002279,0.004525,0.030135,0.009991,0,0.037234,0.057727,-0.002246,0.021451,575778400.000000,0,0.721814
2010-03-11,0.394081,1150.239990,540660000,4669060000,-0.022740,0.004042,0.030143,0.009983,1,0.002279,0.031812,-0.026782,0.022926,572431200.000000,0,0.640000
2010-03-12,0.395457,1149.989990,520352000,4928160000,0.003491,-0.000217,0.029404,0.009664,0,-0.022740,0.004659,0.003708,0.022146,549935200.000000,0,0.600344
2010-03-15,0.393393,1150.510010,358904000,4164110000,-0.005218,0.000452,0.028131,0.009409,1,0.003491,0.014184,-0.005670,0.018906,533853600.000000,0,0.485749
2010-03-16,0.407149,1159.459961,664988000,4369770000,0.034966,0.007779,0.025305,0.009198,1,-0.005218,0.011968,0.027187,0.021529,500684800.000000,0,0.558375
2010-03-17,0.414943,1166.209961,651168000,4963200000,0.019144,0.005822,0.025449,0.008998,0,0.034966,0.028994,0.013322,0.020903,547214400.000000,0,0.534263
2010-03-18,0.400271,1165.829956,740964000,4234510000,-0.035359,-0.000326,0.026362,0.008901,0,0.019144,0.015707,-0.035033,0.025140,587275200.000000,0,0.595574
2010-03-19,0.395457,1159.900024,584612000,5212410000,-0.012027,-0.005086,0.024013,0.006496,1,-0.035359,0.000000,-0.006941,0.023895,600127200.000000,0,0.527268
2010-03-22,0.401876,1165.810059,435336000,4261680000,0.016232,0.005095,0.023928,0.006508,1,-0.012027,0.021564,0.011137,0.023691,615413600.000000,0,0.528135
2010-03-23,0.410129,1174.170044,493612000,4411640000,0.020536,0.007171,0.024124,0.006148,0,0.016232,0.007319,0.013365,0.021565,581138400.000000,0,0.682085
2010-03-24,0.396374,1167.719971,436252000,4705750000,-0.033539,-0.005493,0.024983,0.006091,1,0.020536,-0.044751,-0.028046,0.024335,538155200.000000,0,0.763798
2010-03-25,0.397520,1165.729980,495184000,5668900000,0.002892,-0.001704,0.024787,0.006077,0,-0.033539,-0.006873,0.004596,0.023165,488999200.000000,0,0.835629
2010-03-26,0.397520,1166.589966,344676000,4708420000,0.000000,0.000738,0.023380,0.005953,1,0.002892,0.005217,-0.000738,0.023151,441012000.000000,0,0.845114
2010-03-29,0.402563,1173.219971,394456000,4375580000,0.012687,0.005683,0.023366,0.005888,1,0.000000,0.001709,0.007004,0.023329,432836000.000000,0,0.845261
2010-03-30,0.404168,1173.270020,324104000,4085000000,0.003986,0.000043,0.023135,0.005171,0,0.012687,-0.014534,0.003943,0.020423,398934400.000000,0,0.798256
2010-03-31,0.398895,1169.430054,389840000,4484340000,-0.013046,-0.003273,0.023186,0.005257,0,0.003986,0.006360,-0.009773,0.019490,389652000.000000,0,0.776396
2010-04-01,0.394769,1178.099976,339664000,4006870000,-0.010345,0.007414,0.019790,0.005283,1,-0.013046,-0.006920,-0.017759,0.016334,358548000.000000,0,0.712435
2010-04-05,0.400729,1187.439941,413636000,3881620000,0.015099,0.007928,0.019905,0.005389,0,-0.010345,0.008073,0.007171,0.016598,372340000.000000,0,0.728127
2010-04-06,0.390871,1189.439941,809260000,4086180000,-0.024600,0.001684,0.020487,0.005354,1,0.015099,-0.029044,-0.026284,0.017553,455300800.000000,0,0.653569
2010-04-07,0.393393,1182.449951,817468000,5101430000,0.006452,-0.005877,0.019946,0.004872,0,-0.024600,-0.026660,0.012329,0.015982,553973600.000000,0,0.397273
2010-04-08,0.386974,1186.439941,1037600000,4726970000,-0.016317,0.003374,0.019890,0.004686,1,0.006452,-0.029885,-0.019691,0.013122,683525600.000000,0,0.103511
2010-04-09,0.389496,1194.369995,817572000,4511570000,0.006517,0.006684,0.019826,0.004672,1,-0.016317,-0.013357,-0.000167,0.013330,779107200.000000,0,0.205564
2010-04-12,0.396603,1196.479980,546460000,4607090000,0.018246,0.001767,0.019887,0.004669,1,0.006517,-0.010296,0.016479,0.014796,805672000.000000,0,0.166721
2010-04-13,0.404856,1197.300049,648696000,5403580000,0.020809,0.000685,0.018911,0.004462,1,0.018246,0.035779,0.020124,0.015769,773559200.000000,0,0.043094
2010-04-14,0.409899,1210.650024,900720000,5760040000,0.012457,0.011150,0.019006,0.004741,1,0.020809,0.041958,0.001307,0.016188,790209600.000000,0,0.171882
2010-04-15,0.412880,1211.670044,957596000,5995330000,0.007271,0.000843,0.018822,0.004735,0,0.012457,0.066945,0.006428,0.015412,774208800.000000,0,0.024919
2010-04-16,0.391101,1192.130005,1917736000,8108470000,-0.052748,-0.016127,0.021385,0.005841,0,0.007271,0.004121,-0.036621,0.023417,994241600.000000,0,0.667148
2010-04-19,0.389267,1197.520020,1094492000,6597740000,-0.004689,0.004521,0.020659,0.005410,1,-0.052748,-0.018497,-0.009210,0.022762,1103848000.000000,0,0.627469
2010-04-20,0.390642,1207.170044,678188000,5316590000,0.003533,0.008058,0.020488,0.005519,0,-0.004689,-0.035109,-0.004525,0.021450,1109746400.000000,0,0.666028
2010-04-21,0.380555,1205.939941,895908000,5724310000,-0.025821,-0.001019,0.019806,0.005546,1,0.003533,-0.071588,-0.024802,0.022783,1108784000.000000,0,0.742848
2010-04-22,0.382160,1208.670044,656932000,6035780000,0.004217,0.002264,0.019823,0.005524,0,-0.025821,-0.074404,0.001953,0.022379,1048651200.000000,0,0.772950
2010-04-23,0.376887,1217.280029,752916000,5326060000,-0.013797,0.007124,0.019559,0.005596,1,0.004217,-0.036344,-0.020921,0.022540,815687200.000000,0,0.695947
2010-04-26,0.380555,1212.050049,491092000,5647760000,0.009732,-0.004296,0.019645,0.005698,0,-0.013797,-0.022381,0.014028,0.021795,695007200.000000,0,0.641437
2010-04-27,0.369781,1183.709961,606704000,7454540000,-0.028313,-0.023382,0.020255,0.007319,1,0.009732,-0.053402,-0.004931,0.021132,680710400.000000,0,0.702922
2010-04-28,0.370468,1191.359985,672164000,6342310000,0.001860,0.006463,0.019046,0.007280,1,-0.028313,-0.026506,-0.004603,0.020191,635961600.000000,0,0.673172
2010-04-29,0.381702,1206.780029,987128000,6059410000,0.030322,0.012943,0.019594,0.007556,0,0.001860,-0.001198,0.017379,0.023423,702000800.000000,0,0.744619
2010-04-30,0.360152,1186.689941,1068048000,6048260000,-0.056456,-0.016648,0.021129,0.008225,0,0.030322,-0.044403,-0.039808,0.024233,765027200.000000,0,0.748056
2010-05-03,0.356255,1202.260010,1078972000,4938050000,-0.010821,0.013121,0.021113,0.008458,0,-0.056456,-0.063854,-0.023942,0.024219,882603200.000000,0,0.686478
2010-05-04,0.338144,1173.599976,1311376000,6594720000,-0.050837,-0.023838,0.022485,0.009578,0,-0.010821,-0.085556,-0.026999,0.027132,1023537600.000000,0,0.755492
2010-05-05,0.332413,1165.869995,1330840000,6795940000,-0.016949,-0.006587,0.022026,0.009565,0,-0.050837,-0.102721,-0.010362,0.026846,1155272800.000000,0,0.772393
2010-05-06,0.325535,1128.150024,1002888000,10617810000,-0.020690,-0.032353,0.021608,0.011196,0,-0.016949,-0.147149,0.011663,0.026208,1158424800.000000,0,0.680993
2010-05-07,0.320033,1110.880005,1153712000,9472910000,-0.016901,-0.015308,0.021619,0.011494,1,-0.020690,-0.111395,-0.001593,0.026203,1175557600.000000,0,0.700187
2010-05-10,0.333788,1159.729980,979156000,6893700000,0.042979,0.043974,0.023444,0.014185,0,-0.016901,-0.063064,-0.000995,0.031409,1155594400.000000,0,0.834722
2010-05-11,0.330120,1155.790039,829124000,5842550000,-0.010989,-0.003397,0.023207,0.014154,1,0.042979,-0.023730,-0.007592,0.030919,1059144000.000000,0,0.831781
2010-05-12,0.336539,1171.670044,901236000,5225460000,0.019444,0.013740,0.023612,0.014388,0,-0.010989,0.012412,0.005704,0.032196,973223200.000000,0,0.838406
2010-05-13,0.335852,1157.439941,1252000000,4870640000,-0.002043,-0.012145,0.023581,0.014549,0,0.019444,0.031692,0.010102,0.029289,1023045600.000000,0,0.814297
2010-05-14,0.297108,1135.680054,2493068000,6126400000,-0.115358,-0.018800,0.030970,0.014857,1,-0.002043,-0.071633,-0.096558,0.042219,1290916800.000000,0,0.673571
2010-05-17,0.297796,1136.939941,856060000,5922920000,0.002315,0.001109,0.030714,0.014766,0,-0.115358,-0.107829,0.001206,0.042676,1266297600.000000,0,0.687932
2010-05-18,0.287938,1120.800049,674112000,6170840000,-0.033102,-0.014196,0.030899,0.014937,1,0.002315,-0.127778,-0.018906,0.041461,1235295200.000000,0,0.668087
2010-05-19,0.292523,1115.050049,826520000,6765800000,0.015923,-0.005130,0.031116,0.014931,0,-0.033102,-0.130790,0.021053,0.042588,1220352000.000000,0,0.646843
2010-05-20,0.285646,1071.589966,1129136000,8328570000,-0.023510,-0.038976,0.031200,0.016355,1,0.015923,-0.149488,0.015466,0.042662,1195779200.000000,0,0.632857
2010-05-21,0.291836,1087.689941,1069600000,5452130000,0.021669,0.015024,0.031589,0.016599,0,-0.023510,-0.017744,0.006645,0.043908,911085600.000000,0,0.658411
2010-05-24,0.283353,1073.650024,664564000,5224040000,-0.029065,-0.012908,0.031359,0.016670,1,0.021669,-0.048500,-0.016157,0.040330,872786400.000000,0,0.578662
2010-05-25,0.290918,1074.030029,966652000,7329580000,0.026699,0.000354,0.031580,0.016667,1,-0.029065,0.010349,0.026345,0.042498,931294400.000000,0,0.593026
2010-05-26,0.292294,1067.949951,995028000,4521050000,0.004728,-0.005661,0.031418,0.016439,1,0.026699,-0.000783,0.010389,0.041544,964996000.000000,0,0.557650
2010-05-27,0.309488,1103.060059,713560000,5698460000,0.058824,0.032876,0.033758,0.017755,0,0.004728,0.083467,0.025948,0.047402,881880800.000000,0,0.696014
2010-05-28,0.301235,1089.410034,545116000,4871210000,-0.026666,-0.012375,0.032918,0.017672,0,0.058824,0.032206,-0.014291,0.029993,776984000.000000,0,0.843536
2010-06-01,0.288397,1070.709961,527492000,5271480000,-0.042618,-0.017165,0.033504,0.017804,1,-0.026666,0.017801,-0.025453,0.033109,749569600.000000,0,0.837928
2010-06-02,0.291606,1098.380005,649088000,5026360000,0.011129,0.025843,0.033634,0.018487,0,-0.042618,0.002365,-0.014714,0.031514,686056800.000000,0,0.794972
2010-06-03,0.291148,1102.829956,586360000,4995970000,-0.001572,0.004051,0.033510,0.018529,0,0.011129,-0.003921,-0.005623,0.031120,604323200.000000,0,0.810885
2010-06-04,0.277393,1064.880005,671456000,6180580000,-0.047244,-0.034411,0.034157,0.019373,0,-0.001572,-0.103704,-0.012833,0.033891,595902400.000000,0,0.887262
2010-06-07,0.263638,1050.469971,577248000,5467560000,-0.049586,-0.013532,0.034909,0.019330,0,-0.047244,-0.124810,-0.036054,0.035707,602328800.000000,0,0.865525
2010-06-08,0.256302,1062.000000,967636000,6192750000,-0.027826,0.010976,0.034804,0.019542,0,-0.049586,-0.111288,-0.038802,0.035634,690357600.000000,0,0.791749
2010-06-09,0.250112,1055.689941,697152000,5983200000,-0.024150,-0.005942,0.034747,0.019208,1,-0.027826,-0.142295,-0.018208,0.033471,699970400.000000,0,0.840164
2010-06-10,0.260199,1086.839966,611768000,5144780000,0.040329,0.029507,0.035978,0.020067,1,-0.024150,-0.106300,0.010822,0.037405,705052000.000000,0,0.899081
2010-06-11,0.266159,1091.599976,442104000,4059280000,0.022908,0.004380,0.035708,0.019895,0,0.040329,-0.040498,0.018528,0.031166,659181600.000000,0,0.834739
2010-06-14,0.260428,1089.630005,375080000,4425830000,-0.021533,-0.001805,0.034742,0.019731,1,0.022908,-0.012176,-0.019728,0.030986,618748000.000000,0,0.831490
2010-06-15,0.273266,1115.229980,528632000,4644490000,0.049296,0.023494,0.036396,0.020105,0,-0.021533,0.066188,0.025802,0.034939,530947200.000000,0,0.827252
2010-06-16,0.269828,1114.609985,366480000,5002600000,-0.012584,-0.000556,0.035509,0.019690,1,0.049296,0.078829,-0.012028,0.034539,464812800.000000,0,0.840851
2010-06-17,0.280144,1116.040039,859068000,4557760000,0.038233,0.001283,0.036387,0.019673,1,-0.012584,0.076653,0.036950,0.037431,514272800.000000,0,0.773813
2010-06-18,0.281978,1117.510010,932832000,4555360000,0.006547,0.001317,0.036322,0.018778,0,0.038233,0.059434,0.005230,0.034120,612418400.000000,0,0.734091
2010-06-21,0.275330,1113.199951,579836000,4514360000,-0.023577,-0.003857,0.036424,0.018575,0,0.006547,0.057221,-0.019720,0.030540,653369600.000000,0,0.673092
2010-06-22,0.265013,1095.310059,818164000,4514380000,-0.037469,-0.016071,0.035775,0.016855,1,-0.023577,-0.030201,-0.021398,0.031809,711276000.000000,0,0.841426
2010-06-23,0.267993,1092.040039,614060000,4526150000,0.011246,-0.002985,0.035920,0.016853,0,-0.037469,-0.006801,0.014231,0.030287,760792000.000000,0,0.810942
2010-06-24,0.254697,1073.689941,725028000,4814830000,-0.049615,-0.016804,0.036424,0.016808,0,0.011246,-0.090835,-0.032811,0.032663,733984000.000000,0,0.861346
2010-06-25,0.254009,1076.760010,507220000,5128840000,-0.002700,0.002859,0.036420,0.016742,1,-0.049615,-0.099189,-0.005559,0.031507,648861600.000000,0,0.853160
2010-06-28,0.254468,1074.569946,372008000,3896410000,0.001805,-0.002034,0.030355,0.016449,0,-0.002700,-0.075771,0.003839,0.030941,607296000.000000,0,0.864679
2010-06-29,0.240254,1041.239990,660808000,6136700000,-0.055856,-0.031017,0.031718,0.017283,0,0.001805,-0.093426,-0.024839,0.029448,575824800.000000,0,0.838900
2010-06-30,0.234064,1030.709961,623072000,5067080000,-0.025764,-0.010113,0.031535,0.017206,1,-0.055856,-0.126604,-0.015651,0.029750,577627200.000000,0,0.856342
2010-07-01,0.237962,1027.369995,737008000,6435770000,0.016650,-0.003240,0.031553,0.017200,0,-0.025764,-0.065706,0.019890,0.026125,580023200.000000,0,0.866870
2010-07-02,0.234982,1022.580017,737096000,3968500000,-0.012524,-0.004662,0.031411,0.015779,0,0.016650,-0.074907,-0.007862,0.024977,625998400.000000,0,0.852224
2010-07-06,0.232460,1028.060059,712020000,4691240000,-0.010732,0.005359,0.030980,0.015528,1,-0.012524,-0.086486,-0.016091,0.024976,694000800.000000,0,0.830181
2010-07-07,0.243693,1060.270020,608412000,4931220000,0.048323,0.031331,0.032282,0.016503,0,-0.010732,0.014314,0.016992,0.030984,683521600.000000,0,0.893737
2010-07-08,0.236357,1070.250000,783272000,4548460000,-0.030103,0.009413,0.032053,0.016598,1,0.048323,0.009796,-0.039516,0.030901,715561600.000000,0,0.819784
2010-07-09,0.237274,1077.959961,571516000,3506570000,0.003879,0.007204,0.032044,0.016612,1,-0.030103,-0.002891,-0.003325,0.028187,682463200.000000,0,0.801841
2010-07-12,0.241630,1078.750000,565396000,3426990000,0.018357,0.000733,0.029988,0.015444,1,0.003879,0.028292,0.017624,0.029284,648123200.000000,0,0.772967
2010-07-13,0.250341,1095.339966,723316000,4640460000,0.036054,0.015379,0.030801,0.015547,1,0.018357,0.076921,0.020675,0.031994,650382400.000000,0,0.798992
2010-07-14,0.252863,1095.170044,1355664000,4521050000,0.010073,-0.000155,0.030117,0.015194,0,0.036054,0.037629,0.010228,0.025634,799832800.000000,0,0.642831
2010-07-15,0.245756,1096.479980,953088000,4552470000,-0.028106,0.001196,0.030292,0.014445,0,0.010073,0.039766,-0.029302,0.025959,833796000.000000,0,0.565593
2010-07-16,0.230396,1064.880005,1288604000,5297350000,-0.062500,-0.028819,0.032030,0.015349,1,-0.028106,-0.028988,-0.033681,0.033147,977213600.000000,0,0.809750
2010-07-19,0.239796,1071.250000,798440000,4089500000,0.040796,0.005982,0.032274,0.014037,1,-0.062500,-0.007590,0.034814,0.035594,1023822400.000000,0,0.759912
2010-07-20,0.245756,1083.479980,1160988000,4713280000,0.024857,0.011417,0.031528,0.013928,0,0.040796,-0.018315,0.013440,0.035891,1111356800.000000,0,0.773728
2010-07-21,0.237732,1069.589966,624940000,4747180000,-0.032649,-0.012820,0.031677,0.014025,1,0.024857,-0.059839,-0.019829,0.034426,965212000.000000,0,0.753116
2010-07-22,0.241630,1093.670044,462612000,4826900000,0.016393,0.022513,0.031565,0.014539,0,-0.032649,-0.016789,-0.006120,0.033321,867116800.000000,0,0.828309
2010-07-23,0.237503,1102.660034,817604000,4524570000,-0.017078,0.008220,0.030723,0.013603,1,0.016393,0.030847,-0.025298,0.033894,772916800.000000,0,0.784689
2010-07-26,0.241859,1115.010010,683548000,4009650000,0.018340,0.011200,0.030603,0.013726,0,-0.017078,0.008603,0.007140,0.033893,749938400.000000,0,0.812831
2010-07-27,0.239796,1113.839966,683472000,4725690000,-0.008531,-0.001049,0.030419,0.013721,0,0.018340,-0.024252,-0.007482,0.031566,654435200.000000,0,0.795216
2010-07-28,0.232230,1106.130005,1320808000,4002390000,-0.031548,-0.006922,0.029249,0.013098,0,-0.008531,-0.023144,-0.024626,0.032264,793608800.000000,0,0.820869
2010-07-29,0.209305,1101.530029,2664476000,4612420000,-0.098717,-0.004159,0.033881,0.013118,1,-0.031548,-0.133779,-0.094558,0.043070,1233981600.000000,1,0.688703
2010-07-30,0.210681,1101.599976,984288000,4006450000,0.006572,0.000063,0.032874,0.013115,0,-0.098717,-0.112933,0.006509,0.040050,1267318400.000000,0,0.612049
2010-08-02,0.210452,1125.859985,917020000,4144180000,-0.001088,0.022023,0.032779,0.013736,0,0.006572,-0.129857,-0.023111,0.036384,1314012800.000000,0,0.605331
2010-08-03,0.204950,1120.459961,955444000,4071820000,-0.026144,-0.004796,0.032821,0.013747,1,-0.001088,-0.145315,-0.021348,0.034092,1368407200.000000,0,0.589197
2010-08-04,0.213661,1127.239990,855496000,4057850000,0.042506,0.006051,0.033688,0.013427,1,-0.026144,-0.079960,0.036455,0.038382,1275344800.000000,0,0.530456
2010-08-05,0.216412,1125.810059,800504000,3685560000,0.012876,-0.001269,0.033719,0.013413,1,0.042506,0.033955,0.014145,0.038129,902550400.000000,0,0.439216
2010-08-06,0.218934,1121.640015,739904000,3857890000,0.011653,-0.003704,0.032864,0.013018,1,0.012876,0.039173,0.015357,0.038639,853673600.000000,0,0.408587
2010-08-09,0.220997,1127.790039,466456000,3979360000,0.009424,0.005483,0.032962,0.013036,0,0.011653,0.050106,0.003941,0.038078,763560800.000000,0,0.375162
2010-08-10,0.211827,1121.060059,772560000,3979360000,-0.041494,-0.005967,0.033635,0.013093,0,0.009424,0.033555,-0.035527,0.039500,726984000.000000,0,0.420923
2010-08-11,0.203574,1089.469971,796148000,4511860000,-0.038961,-0.028179,0.032897,0.012858,1,-0.041494,-0.047210,-0.010782,0.039983,715114400.000000,0,0.427341
2010-08-12,0.205408,1083.609985,1343584000,4521050000,0.009009,-0.005379,0.032752,0.012738,1,-0.038961,-0.050847,0.014388,0.026292,823730400.000000,0,0.545505
2010-08-13,0.215266,1079.250000,1797392000,3328890000,0.047991,-0.004024,0.033906,0.012750,0,0.009009,-0.016754,0.052015,0.030622,1035228000.000000,0,0.434048
2010-08-16,0.209764,1079.380005,814008000,3142450000,-0.025559,0.000120,0.034119,0.012697,1,0.047991,-0.050829,-0.025679,0.031899,1104738400.000000,0,0.545051
2010-08-17,0.212515,1092.540039,481224000,3968210000,0.013115,0.012192,0.034215,0.012822,1,-0.025559,0.003248,0.000923,0.030699,1046471200.000000,0,0.540957
2010-08-18,0.213661,1094.160034,352920000,3724260000,0.005394,0.001483,0.032892,0.011574,1,0.013115,0.049550,0.003911,0.027624,957825600.000000,0,0.488547
2010-08-19,0.226499,1075.630005,1615100000,4290540000,0.060086,-0.016935,0.034492,0.011917,1,0.005394,0.102679,0.077021,0.033428,1012128800.000000,0,0.142977
2010-08-20,0.228562,1071.689941,1305308000,3761570000,0.009109,-0.003663,0.034529,0.011863,0,0.060086,0.061765,0.012772,0.033382,913712000.000000,0,0.142634
2010-08-23,0.225124,1067.359985,748620000,3210950000,-0.015045,-0.004040,0.034433,0.011883,0,0.009109,0.073225,-0.011005,0.033899,900634400.000000,0,0.123785
